"ensembl_gene_id" "size"
"9421" "ENSG00000151470" 23323
"9422" "ENSG00000151474" 818436
"9423" "ENSG00000151475" 43892
"9424" "ENSG00000151490" 279918
"9425" "ENSG00000151491" 262195
"9426" "ENSG00000151498" 12307
"9427" "ENSG00000151500" 5091
"9428" "ENSG00000151502" 23117
"9429" "ENSG00000151503" 75391
"9430" "ENSG00000151532" 371746
"9431" "ENSG00000151552" 51945
"9432" "ENSG00000151553" 78088
"9433" "ENSG00000151572" 411115
"9434" "ENSG00000151575" 202026
"9435" "ENSG00000151576" 82589
"9436" "ENSG00000151577" 71827
"9437" "ENSG00000151611" 60991
"9438" "ENSG00000151612" 181196
"9439" "ENSG00000151615" 3581
"9440" "ENSG00000151617" 64037
"9441" "ENSG00000151623" 365936
"9442" "ENSG00000151631" 20074
"9443" "ENSG00000151632" 30256
"9444" "ENSG00000151640" 18811
"9445" "ENSG00000151650" 4073
"9446" "ENSG00000151651" 14448
"9447" "ENSG00000151655" 46204
"9448" "ENSG00000151657" 37031
"9449" "ENSG00000151665" 36118
"9450" "ENSG00000151687" 86903
"9451" "ENSG00000151689" 28095
"9452" "ENSG00000151690" 100850
"9453" "ENSG00000151692" 150874
"9454" "ENSG00000151693" 198918
"9455" "ENSG00000151694" 68246
"9456" "ENSG00000151702" 126732
"9457" "ENSG00000151704" 31058
"9458" "ENSG00000151715" 44155
"9459" "ENSG00000151718" 221520
"9460" "ENSG00000151725" 40045
"9461" "ENSG00000151726" 71223
"9462" "ENSG00000151729" 7116
"9463" "ENSG00000151743" 57979
"9464" "ENSG00000151746" 276798
"9465" "ENSG00000151748" 36248
"9466" "ENSG00000151773" 55831
"9467" "ENSG00000151778" 24049
"9468" "ENSG00000151779" 394424
"9469" "ENSG00000151789" 961103
"9470" "ENSG00000151790" 65668
"9471" "ENSG00000151806" 22508
"9472" "ENSG00000151812" 418274
"9473" "ENSG00000151834" 231682
"9474" "ENSG00000151835" 145074
"9475" "ENSG00000151838" 72273
"9476" "ENSG00000151846" 3118
"9477" "ENSG00000151849" 40610
"9478" "ENSG00000151876" 16489
"9479" "ENSG00000151881" 39641
"9480" "ENSG00000151882" 35746
"9481" "ENSG00000151883" 180620
"9482" "ENSG00000151892" 219878
"9483" "ENSG00000151893" 81082
"9484" "ENSG00000151914" 496843
"9485" "ENSG00000151917" 72239
"9486" "ENSG00000151923" 25227
"9487" "ENSG00000151929" 26439
"9488" "ENSG00000151948" 131541
"9489" "ENSG00000151952" 832300
"9490" "ENSG00000151962" 47600
"9491" "ENSG00000151963" 515
"9492" "ENSG00000151967" 57499
"9493" "ENSG00000152034" 75728
"9494" "ENSG00000152049" 146209
"9495" "ENSG00000152056" 170347
"9496" "ENSG00000152061" 835898
"9497" "ENSG00000152076" 5847
"9498" "ENSG00000152078" 80252
"9499" "ENSG00000152082" 8992
"9500" "ENSG00000152086" 6694
"9501" "ENSG00000152092" 307671
"9502" "ENSG00000152093" 7407
"9503" "ENSG00000152102" 45584
"9504" "ENSG00000152104" 203749
"9505" "ENSG00000152117" 28760
"9506" "ENSG00000152127" 334638
"9507" "ENSG00000152128" 263241
"9508" "ENSG00000152133" 14726
"9509" "ENSG00000152137" 53300
"9510" "ENSG00000152147" 33468
"9511" "ENSG00000152154" 52981
"9512" "ENSG00000152192" 5190
"9513" "ENSG00000152193" 44866
"9514" "ENSG00000152207" 57515
"9515" "ENSG00000152208" 1506191
"9516" "ENSG00000152213" 5365
"9517" "ENSG00000152214" 372464
"9518" "ENSG00000152217" 388337
"9519" "ENSG00000152219" 15119
"9520" "ENSG00000152223" 166748
"9521" "ENSG00000152229" 88736
"9522" "ENSG00000152234" 24086
"9523" "ENSG00000152240" 23955
"9524" "ENSG00000152242" 93439
"9525" "ENSG00000152253" 79239
"9526" "ENSG00000152254" 8709
"9527" "ENSG00000152256" 53296
"9528" "ENSG00000152266" 4127
"9529" "ENSG00000152270" 228240
"9530" "ENSG00000152284" 176995
"9531" "ENSG00000152291" 10224
"9532" "ENSG00000152292" 18315
"9533" "ENSG00000152315" 123859
"9534" "ENSG00000152332" 32380
"9535" "ENSG00000152348" 304834
"9536" "ENSG00000152359" 43324
"9537" "ENSG00000152377" 623081
"9538" "ENSG00000152380" 54594
"9539" "ENSG00000152382" 19754
"9540" "ENSG00000152402" 344457
"9541" "ENSG00000152404" 131465
"9542" "ENSG00000152409" 91080
"9543" "ENSG00000152413" 141498
"9544" "ENSG00000152422" 276289
"9545" "ENSG00000152430" 59883
"9546" "ENSG00000152433" 16088
"9547" "ENSG00000152439" 18489
"9548" "ENSG00000152443" 11333
"9549" "ENSG00000152454" 6873
"9550" "ENSG00000152455" 25495
"9551" "ENSG00000152457" 57073
"9552" "ENSG00000152463" 41626
"9553" "ENSG00000152464" 42638
"9554" "ENSG00000152465" 66109
"9555" "ENSG00000152467" 20606
"9556" "ENSG00000152475" 13412
"9557" "ENSG00000152484" 105655
"9558" "ENSG00000152492" 69574
"9559" "ENSG00000152495" 271233
"9560" "ENSG00000152503" 55784
"9561" "ENSG00000152518" 4204
"9562" "ENSG00000152520" 156829
"9563" "ENSG00000152527" 130727
"9564" "ENSG00000152556" 41265
"9565" "ENSG00000152558" 74052
"9566" "ENSG00000152578" 372555
"9567" "ENSG00000152580" 35677
"9568" "ENSG00000152582" 196767
"9569" "ENSG00000152583" 57726
"9570" "ENSG00000152591" 8344
"9571" "ENSG00000152592" 14081
"9572" "ENSG00000152595" 25416
"9573" "ENSG00000152601" 221952
"9574" "ENSG00000152611" 34491
"9575" "ENSG00000152620" 49690
"9576" "ENSG00000152642" 63020
"9577" "ENSG00000152661" 14132
"9578" "ENSG00000152669" 2456
"9579" "ENSG00000152670" 79140
"9580" "ENSG00000152672" 11956
"9581" "ENSG00000152683" 58538
"9582" "ENSG00000152684" 16128
"9583" "ENSG00000152689" 128426
"9584" "ENSG00000152700" 48122
"9585" "ENSG00000152705" 43789
"9586" "ENSG00000152749" 32804
"9587" "ENSG00000152760" 26588
"9588" "ENSG00000152763" 111971
"9589" "ENSG00000152766" 31948
"9590" "ENSG00000152767" 312614
"9591" "ENSG00000152778" 7037
"9592" "ENSG00000152779" 126342
"9593" "ENSG00000152782" 62254
"9594" "ENSG00000152784" 20450
"9595" "ENSG00000152785" 26919
"9596" "ENSG00000152795" 7897
"9597" "ENSG00000152804" 5692
"9598" "ENSG00000152818" 567699
"9599" "ENSG00000152822" 409955
"9600" "ENSG00000152894" 551831
"9601" "ENSG00000152904" 17182
"9602" "ENSG00000152910" 283479
"9603" "ENSG00000152926" 34912
"9604" "ENSG00000152931" 61100
"9605" "ENSG00000152932" 277173
"9606" "ENSG00000152936" 239272
"9607" "ENSG00000152939" 29265
"9608" "ENSG00000152942" 45508
"9609" "ENSG00000152944" 43797
"9610" "ENSG00000152952" 128586
"9611" "ENSG00000152953" 449514
"9612" "ENSG00000152954" 28714
"9613" "ENSG00000152969" 174392
"9614" "ENSG00000152977" 116871
"9615" "ENSG00000152990" 170995
"9616" "ENSG00000153002" 69085
"9617" "ENSG00000153006" 50543
"9618" "ENSG00000153012" 32099
"9619" "ENSG00000153015" 336044
"9620" "ENSG00000153029" 28564
"9621" "ENSG00000153037" 37183
"9622" "ENSG00000153044" 20783
"9623" "ENSG00000153046" 249392
"9624" "ENSG00000153048" 16070
"9625" "ENSG00000153060" 67429
"9626" "ENSG00000153064" 663526
"9627" "ENSG00000153066" 63774
"9628" "ENSG00000153071" 90625
"9629" "ENSG00000153086" 63418
"9630" "ENSG00000153093" 386009
"9631" "ENSG00000153094" 49067
"9632" "ENSG00000153107" 273051
"9633" "ENSG00000153113" 254328
"9634" "ENSG00000153130" 128442
"9635" "ENSG00000153132" 39208
"9636" "ENSG00000153140" 17509
"9637" "ENSG00000153147" 43784
"9638" "ENSG00000153157" 92489
"9639" "ENSG00000153162" 155629
"9640" "ENSG00000153165" 77123
"9641" "ENSG00000153179" 190563
"9642" "ENSG00000153187" 23922
"9643" "ENSG00000153201" 66328
"9644" "ENSG00000153207" 92850
"9645" "ENSG00000153208" 130954
"9646" "ENSG00000153214" 64049
"9647" "ENSG00000153230" 944
"9648" "ENSG00000153233" 282665
"9649" "ENSG00000153234" 17911
"9650" "ENSG00000153237" 285680
"9651" "ENSG00000153246" 130609
"9652" "ENSG00000153250" 221656
"9653" "ENSG00000153253" 116524
"9654" "ENSG00000153266" 4643
"9655" "ENSG00000153283" 373031
"9656" "ENSG00000153291" 25275
"9657" "ENSG00000153292" 44642
"9658" "ENSG00000153294" 36157
"9659" "ENSG00000153303" 48416
"9660" "ENSG00000153310" 177911
"9661" "ENSG00000153317" 391570
"9662" "ENSG00000153339" 123939
"9663" "ENSG00000153347" 59088
"9664" "ENSG00000153363" 52834
"9665" "ENSG00000153391" 45749
"9666" "ENSG00000153395" 67482
"9667" "ENSG00000153404" 97804
"9668" "ENSG00000153406" 34072
"9669" "ENSG00000153443" 6144
"9670" "ENSG00000153446" 21988
"9671" "ENSG00000153485" 3512
"9672" "ENSG00000153487" 10603
"9673" "ENSG00000153495" 28065
"9674" "ENSG00000153498" 58334
"9675" "ENSG00000153531" 53877
"9676" "ENSG00000153551" 91369
"9677" "ENSG00000153558" 126637
"9678" "ENSG00000153560" 53035
"9679" "ENSG00000153561" 57750
"9680" "ENSG00000153563" 23786
"9681" "ENSG00000153574" 59256
"9682" "ENSG00000153684" 13400
"9683" "ENSG00000153707" 2298756
"9684" "ENSG00000153714" 48040
"9685" "ENSG00000153721" 123170
"9686" "ENSG00000153767" 40432
"9687" "ENSG00000153774" 139805
"9688" "ENSG00000153779" 975
"9689" "ENSG00000153786" 37360
"9690" "ENSG00000153789" 14114
"9691" "ENSG00000153790" 45664
"9692" "ENSG00000153802" 63126
"9693" "ENSG00000153814" 350222
"9694" "ENSG00000153815" 266954
"9695" "ENSG00000153820" 201732
"9696" "ENSG00000153822" 82179
"9697" "ENSG00000153823" 420761
"9698" "ENSG00000153827" 159402
"9699" "ENSG00000153832" 90817
"9700" "ENSG00000153879" 9001
"9701" "ENSG00000153885" 19830
"9702" "ENSG00000153896" 15156
"9703" "ENSG00000153898" 71530
"9704" "ENSG00000153902" 17938
"9705" "ENSG00000153904" 259882
"9706" "ENSG00000153914" 43644
"9707" "ENSG00000153922" 75022
"9708" "ENSG00000153923" 20469
"9709" "ENSG00000153930" 634715
"9710" "ENSG00000153933" 35460
"9711" "ENSG00000153936" 195347
"9712" "ENSG00000153944" 428838
"9713" "ENSG00000153956" 497512
"9714" "ENSG00000153975" 33176
"9715" "ENSG00000153976" 107897
"9716" "ENSG00000153982" 55503
"9717" "ENSG00000153989" 35258
"9718" "ENSG00000153993" 191503
"9719" "ENSG00000154001" 172013
"9720" "ENSG00000154007" 13531
"9721" "ENSG00000154016" 26355
"9722" "ENSG00000154025" 72250
"9723" "ENSG00000154027" 277947
"9724" "ENSG00000154040" 22613
"9725" "ENSG00000154059" 26897
"9726" "ENSG00000154065" 63985
"9727" "ENSG00000154079" 22652
"9728" "ENSG00000154080" 278827
"9729" "ENSG00000154096" 9509
"9730" "ENSG00000154099" 33480
"9731" "ENSG00000154102" 61045
"9732" "ENSG00000154114" 66704
"9733" "ENSG00000154118" 96321
"9734" "ENSG00000154122" 166978
"9735" "ENSG00000154124" 35186
"9736" "ENSG00000154127" 158751
"9737" "ENSG00000154133" 14809
"9738" "ENSG00000154134" 16039
"9739" "ENSG00000154143" 8928
"9740" "ENSG00000154144" 13090
"9741" "ENSG00000154146" 7268
"9742" "ENSG00000154153" 144063
"9743" "ENSG00000154162" 1102671
"9744" "ENSG00000154165" 2703
"9745" "ENSG00000154174" 37658
"9746" "ENSG00000154175" 244359
"9747" "ENSG00000154188" 248573
"9748" "ENSG00000154198" 57256
"9749" "ENSG00000154217" 319975
"9750" "ENSG00000154222" 20482
"9751" "ENSG00000154227" 144600
"9752" "ENSG00000154229" 508130
"9753" "ENSG00000154237" 158930
"9754" "ENSG00000154240" 556596
"9755" "ENSG00000154252" 27465
"9756" "ENSG00000154258" 86461
"9757" "ENSG00000154262" 63193
"9758" "ENSG00000154263" 97632
"9759" "ENSG00000154265" 82933
"9760" "ENSG00000154269" 118976
"9761" "ENSG00000154274" 169570
"9762" "ENSG00000154277" 12042
"9763" "ENSG00000154305" 49910
"9764" "ENSG00000154309" 190973
"9765" "ENSG00000154310" 401994
"9766" "ENSG00000154316" 28815
"9767" "ENSG00000154319" 54432
"9768" "ENSG00000154328" 17706
"9769" "ENSG00000154330" 202753
"9770" "ENSG00000154342" 54273
"9771" "ENSG00000154358" 170832
"9772" "ENSG00000154359" 34167
"9773" "ENSG00000154370" 13162
"9774" "ENSG00000154380" 166377
"9775" "ENSG00000154415" 199143
"9776" "ENSG00000154429" 22283
"9777" "ENSG00000154438" 64901
"9778" "ENSG00000154447" 176697
"9779" "ENSG00000154451" 16671
"9780" "ENSG00000154473" 16065
"9781" "ENSG00000154478" 31044
"9782" "ENSG00000154479" 48980
"9783" "ENSG00000154485" 22241
"9784" "ENSG00000154493" 373711
"9785" "ENSG00000154511" 128785
"9786" "ENSG00000154518" 5452
"9787" "ENSG00000154529" 239196
"9788" "ENSG00000154545" 7392
"9789" "ENSG00000154548" 22112
"9790" "ENSG00000154553" 34847
"9791" "ENSG00000154556" 371208
"9792" "ENSG00000154582" 33138
"9793" "ENSG00000154589" 37687
"9794" "ENSG00000154608" 86510
"9795" "ENSG00000154611" 59503
"9796" "ENSG00000154620" 2125
"9797" "ENSG00000154639" 80536
"9798" "ENSG00000154640" 19292
"9799" "ENSG00000154642" 30412
"9800" "ENSG00000154645" 366110
"9801" "ENSG00000154646" 216763
"9802" "ENSG00000154654" 544920
"9803" "ENSG00000154655" 460531
"9804" "ENSG00000154678" 676952
"9805" "ENSG00000154710" 129300
"9806" "ENSG00000154719" 21861
"9807" "ENSG00000154721" 78304
"9808" "ENSG00000154723" 19170
"9809" "ENSG00000154727" 37890
"9810" "ENSG00000154734" 9654
"9811" "ENSG00000154736" 49166
"9812" "ENSG00000154743" 57128
"9813" "ENSG00000154760" 13741
"9814" "ENSG00000154764" 63813
"9815" "ENSG00000154767" 33474
"9816" "ENSG00000154781" 20897
"9817" "ENSG00000154783" 123718
"9818" "ENSG00000154803" 24976
"9819" "ENSG00000154813" 7908
"9820" "ENSG00000154814" 85139
"9821" "ENSG00000154822" 287953
"9822" "ENSG00000154832" 5496
"9823" "ENSG00000154839" 19128
"9824" "ENSG00000154845" 68449
"9825" "ENSG00000154856" 35314
"9826" "ENSG00000154864" 483086
"9827" "ENSG00000154874" 83292
"9828" "ENSG00000154889" 25744
"9829" "ENSG00000154898" 82407
"9830" "ENSG00000154914" 84989
"9831" "ENSG00000154917" 71647
"9832" "ENSG00000154920" 8263
"9833" "ENSG00000154928" 465207
"9834" "ENSG00000154930" 52750
"9835" "ENSG00000154945" 14716
"9836" "ENSG00000154957" 20036
"9837" "ENSG00000154975" 529704
"9838" "ENSG00000154978" 136932
"9839" "ENSG00000154997" 69215
"9840" "ENSG00000155008" 89438
"9841" "ENSG00000155011" 362004
"9842" "ENSG00000155016" 21912
"9843" "ENSG00000155026" 45139
"9844" "ENSG00000155034" 82474
"9845" "ENSG00000155052" 895932
"9846" "ENSG00000155066" 16859
"9847" "ENSG00000155070" 4345
"9848" "ENSG00000155085" 198362
"9849" "ENSG00000155087" 9429
"9850" "ENSG00000155090" 6941
"9851" "ENSG00000155093" 1048767
"9852" "ENSG00000155096" 67753
"9853" "ENSG00000155097" 51988
"9854" "ENSG00000155099" 47070
"9855" "ENSG00000155100" 16899
"9856" "ENSG00000155111" 205980
"9857" "ENSG00000155115" 9184
"9858" "ENSG00000155158" 143738
"9859" "ENSG00000155189" 52861
"9860" "ENSG00000155229" 40470
"9861" "ENSG00000155249" 5840
"9862" "ENSG00000155252" 35763
"9863" "ENSG00000155254" 4977
"9864" "ENSG00000155256" 23786
"9865" "ENSG00000155265" 21737
"9866" "ENSG00000155269" 61036
"9867" "ENSG00000155275" 57391
"9868" "ENSG00000155287" 12274
"9869" "ENSG00000155304" 12369
"9870" "ENSG00000155307" 173593
"9871" "ENSG00000155313" 150082
"9872" "ENSG00000155324" 136362
"9873" "ENSG00000155329" 29619
"9874" "ENSG00000155330" 34577
"9875" "ENSG00000155363" 27615
"9876" "ENSG00000155366" 6307
"9877" "ENSG00000155367" 5338
"9878" "ENSG00000155368" 5626
"9879" "ENSG00000155380" 45746
"9880" "ENSG00000155393" 41305
"9881" "ENSG00000155428" 9981
"9882" "ENSG00000155438" 9966
"9883" "ENSG00000155463" 6520
"9884" "ENSG00000155465" 56598
"9885" "ENSG00000155495" 5480
"9886" "ENSG00000155506" 134619
"9887" "ENSG00000155508" 19239
"9888" "ENSG00000155511" 324254
"9889" "ENSG00000155530" 137296
"9890" "ENSG00000155542" 16272
"9891" "ENSG00000155545" 52073
"9892" "ENSG00000155561" 90840
"9893" "ENSG00000155592" 21844
"9894" "ENSG00000155621" 74544
"9895" "ENSG00000155622" 6659
"9896" "ENSG00000155629" 127199
"9897" "ENSG00000155636" 26587
"9898" "ENSG00000155657" 304813
"9899" "ENSG00000155659" 18387
"9900" "ENSG00000155660" 25600
"9901" "ENSG00000155666" 18260
"9902" "ENSG00000155714" 17251
"9903" "ENSG00000155719" 97967
"9904" "ENSG00000155729" 30826
"9905" "ENSG00000155744" 97953
"9906" "ENSG00000155749" 69127
"9907" "ENSG00000155754" 131757
"9908" "ENSG00000155755" 23386
"9909" "ENSG00000155760" 4586
"9910" "ENSG00000155761" 231638
"9911" "ENSG00000155792" 177201
"9912" "ENSG00000155816" 460839
"9913" "ENSG00000155827" 29491
"9914" "ENSG00000155833" 23177
"9915" "ENSG00000155846" 124724
"9916" "ENSG00000155849" 596317
"9917" "ENSG00000155850" 32697
"9918" "ENSG00000155858" 16997
"9919" "ENSG00000155868" 21595
"9920" "ENSG00000155875" 190452
"9921" "ENSG00000155876" 1598
"9922" "ENSG00000155886" 281585
"9923" "ENSG00000155890" 23086
"9924" "ENSG00000155893" 139027
"9925" "ENSG00000155897" 260608
"9926" "ENSG00000155903" 128317
"9927" "ENSG00000155906" 53260
"9928" "ENSG00000155918" 7198
"9929" "ENSG00000155926" 66184
"9930" "ENSG00000155957" 34181
"9931" "ENSG00000155959" 42834
"9932" "ENSG00000155961" 6256
"9933" "ENSG00000155962" 58446
"9934" "ENSG00000155966" 500046
"9935" "ENSG00000155970" 95404
"9936" "ENSG00000155974" 721731
"9937" "ENSG00000155975" 55496
"9938" "ENSG00000155980" 40607
"9939" "ENSG00000156006" 9936
"9940" "ENSG00000156009" 4694
"9941" "ENSG00000156011" 557427
"9942" "ENSG00000156017" 47633
"9943" "ENSG00000156026" 195551
"9944" "ENSG00000156030" 75163
"9945" "ENSG00000156042" 105102
"9946" "ENSG00000156049" 225243
"9947" "ENSG00000156050" 18913
"9948" "ENSG00000156052" 315714
"9949" "ENSG00000156076" 70679
"9950" "ENSG00000156096" 45849
"9951" "ENSG00000156097" 8534
"9952" "ENSG00000156103" 296014
"9953" "ENSG00000156110" 558761
"9954" "ENSG00000156113" 768768
"9955" "ENSG00000156127" 24538
"9956" "ENSG00000156136" 38376
"9957" "ENSG00000156140" 288252
"9958" "ENSG00000156150" 10802
"9959" "ENSG00000156162" 74133
"9960" "ENSG00000156170" 220922
"9961" "ENSG00000156171" 23040
"9962" "ENSG00000156172" 24288
"9963" "ENSG00000156194" 42707
"9964" "ENSG00000156206" 142146
"9965" "ENSG00000156218" 385754
"9966" "ENSG00000156219" 102864
"9967" "ENSG00000156222" 61144
"9968" "ENSG00000156232" 26480
"9969" "ENSG00000156234" 100081
"9970" "ENSG00000156239" 13180
"9971" "ENSG00000156253" 14976
"9972" "ENSG00000156256" 29859
"9973" "ENSG00000156261" 17992
"9974" "ENSG00000156265" 98418
"9975" "ENSG00000156269" 100367
"9976" "ENSG00000156273" 436680
"9977" "ENSG00000156282" 1240
"9978" "ENSG00000156284" 2091
"9979" "ENSG00000156298" 127378
"9980" "ENSG00000156299" 441561
"9981" "ENSG00000156304" 61118
"9982" "ENSG00000156313" 58381
"9983" "ENSG00000156345" 8312
"9984" "ENSG00000156374" 48348
"9985" "ENSG00000156381" 8032
"9986" "ENSG00000156384" 4327
"9987" "ENSG00000156395" 623952
"9988" "ENSG00000156398" 28954
"9989" "ENSG00000156411" 15981
"9990" "ENSG00000156413" 9314
"9991" "ENSG00000156414" 124211
"9992" "ENSG00000156427" 37979
"9993" "ENSG00000156453" 26156
"9994" "ENSG00000156463" 145213
"9995" "ENSG00000156466" 18473
"9996" "ENSG00000156467" 12599
"9997" "ENSG00000156469" 22212
"9998" "ENSG00000156471" 75093
"9999" "ENSG00000156475" 504042
"10000" "ENSG00000156482" 21618
"10001" "ENSG00000156486" 5895
"10002" "ENSG00000156500" 58440
"10003" "ENSG00000156502" 28865
"10004" "ENSG00000156504" 27666
"10005" "ENSG00000156508" 36279
"10006" "ENSG00000156509" 12466
"10007" "ENSG00000156510" 47220
"10008" "ENSG00000156515" 131900
"10009" "ENSG00000156521" 8719
"10010" "ENSG00000156531" 55503
"10011" "ENSG00000156535" 132531
"10012" "ENSG00000156564" 195773
"10013" "ENSG00000156574" 16015
"10014" "ENSG00000156575" 4381
"10015" "ENSG00000156587" 16628
"10016" "ENSG00000156599" 33435
"10017" "ENSG00000156603" 8511
"10018" "ENSG00000156639" 334897
"10019" "ENSG00000156642" 74120
"10020" "ENSG00000156650" 207697
"10021" "ENSG00000156671" 82537
"10022" "ENSG00000156675" 40879
"10023" "ENSG00000156687" 561075
"10024" "ENSG00000156689" 70150
"10025" "ENSG00000156697" 23640
"10026" "ENSG00000156709" 41213
"10027" "ENSG00000156711" 16715
"10028" "ENSG00000156735" 36768
"10029" "ENSG00000156738" 14906
"10030" "ENSG00000156755" 481
"10031" "ENSG00000156787" 110185
"10032" "ENSG00000156795" 53302
"10033" "ENSG00000156802" 96500
"10034" "ENSG00000156804" 43317
"10035" "ENSG00000156831" 275441
"10036" "ENSG00000156853" 21454
"10037" "ENSG00000156858" 5696
"10038" "ENSG00000156860" 12379
"10039" "ENSG00000156869" 62665
"10040" "ENSG00000156873" 12883
"10041" "ENSG00000156875" 45282
"10042" "ENSG00000156876" 49392
"10043" "ENSG00000156885" 629
"10044" "ENSG00000156886" 33170
"10045" "ENSG00000156920" 115927
"10046" "ENSG00000156925" 11564
"10047" "ENSG00000156928" 12990
"10048" "ENSG00000156931" 240471
"10049" "ENSG00000156958" 212213
"10050" "ENSG00000156959" 55461
"10051" "ENSG00000156966" 5454
"10052" "ENSG00000156968" 17517
"10053" "ENSG00000156970" 60100
"10054" "ENSG00000156973" 53839
"10055" "ENSG00000156976" 6692
"10056" "ENSG00000156983" 16290
"10057" "ENSG00000156990" 6753
"10058" "ENSG00000157005" 1482
"10059" "ENSG00000157014" 33195
"10060" "ENSG00000157017" 7281
"10061" "ENSG00000157020" 27981
"10062" "ENSG00000157021" 1212
"10063" "ENSG00000157036" 46034
"10064" "ENSG00000157045" 18225
"10065" "ENSG00000157060" 53660
"10066" "ENSG00000157064" 170143
"10067" "ENSG00000157077" 206582
"10068" "ENSG00000157087" 383984
"10069" "ENSG00000157093" 13527
"10070" "ENSG00000157103" 47061
"10071" "ENSG00000157106" 121548
"10072" "ENSG00000157107" 134481
"10073" "ENSG00000157110" 187745
"10074" "ENSG00000157111" 11240
"10075" "ENSG00000157119" 7007
"10076" "ENSG00000157131" 63455
"10077" "ENSG00000157150" 5844
"10078" "ENSG00000157152" 187644
"10079" "ENSG00000157168" 1216444
"10080" "ENSG00000157181" 45540
"10081" "ENSG00000157184" 17405
"10082" "ENSG00000157191" 19357
"10083" "ENSG00000157193" 86105
"10084" "ENSG00000157211" 21083
"10085" "ENSG00000157212" 59437
"10086" "ENSG00000157214" 70547
"10087" "ENSG00000157216" 188047
"10088" "ENSG00000157219" 17068
"10089" "ENSG00000157224" 129681
"10090" "ENSG00000157227" 12481
"10091" "ENSG00000157240" 6893
"10092" "ENSG00000157259" 12593
"10093" "ENSG00000157303" 26445
"10094" "ENSG00000157306" 49018
"10095" "ENSG00000157315" 8536
"10096" "ENSG00000157322" 13747
"10097" "ENSG00000157326" 15545
"10098" "ENSG00000157330" 17499
"10099" "ENSG00000157335" 14039
"10100" "ENSG00000157343" 12047
"10101" "ENSG00000157349" 45642
"10102" "ENSG00000157350" 63260
"10103" "ENSG00000157353" 25679
"10104" "ENSG00000157368" 80787
"10105" "ENSG00000157379" 9182
"10106" "ENSG00000157388" 484770
"10107" "ENSG00000157399" 34430
"10108" "ENSG00000157404" 83516
"10109" "ENSG00000157423" 428638
"10110" "ENSG00000157426" 49221
"10111" "ENSG00000157429" 100534
"10112" "ENSG00000157445" 952010
"10113" "ENSG00000157450" 232244
"10114" "ENSG00000157456" 19919
"10115" "ENSG00000157470" 150862
"10116" "ENSG00000157483" 240437
"10117" "ENSG00000157500" 50379
"10118" "ENSG00000157502" 40651
"10119" "ENSG00000157510" 71778
"10120" "ENSG00000157514" 64121
"10121" "ENSG00000157538" 44499
"10122" "ENSG00000157540" 160785
"10123" "ENSG00000157542" 513972
"10124" "ENSG00000157551" 151808
"10125" "ENSG00000157554" 281753
"10126" "ENSG00000157557" 19772
"10127" "ENSG00000157570" 205958
"10128" "ENSG00000157578" 40077
"10129" "ENSG00000157593" 3794
"10130" "ENSG00000157600" 180103
"10131" "ENSG00000157601" 50051
"10132" "ENSG00000157613" 43747
"10133" "ENSG00000157617" 68906
"10134" "ENSG00000157625" 147642
"10135" "ENSG00000157637" 50736
"10136" "ENSG00000157653" 19636
"10137" "ENSG00000157654" 674187
"10138" "ENSG00000157657" 180311
"10139" "ENSG00000157680" 466055
"10140" "ENSG00000157693" 35216
"10141" "ENSG00000157703" 107077
"10142" "ENSG00000157734" 5766
"10143" "ENSG00000157741" 77880
"10144" "ENSG00000157764" 205602
"10145" "ENSG00000157765" 30737
"10146" "ENSG00000157766" 71917
"10147" "ENSG00000157778" 3673
"10148" "ENSG00000157782" 26698
"10149" "ENSG00000157796" 103306
"10150" "ENSG00000157800" 110740
"10151" "ENSG00000157823" 64039
"10152" "ENSG00000157827" 314652
"10153" "ENSG00000157833" 16575
"10154" "ENSG00000157837" 141848
"10155" "ENSG00000157851" 102604
"10156" "ENSG00000157856" 54791
"10157" "ENSG00000157869" 123011
"10158" "ENSG00000157870" 4978
"10159" "ENSG00000157873" 9743
"10160" "ENSG00000157881" 18060
"10161" "ENSG00000157884" 60161
"10162" "ENSG00000157890" 358677
"10163" "ENSG00000157895" 16016
"10164" "ENSG00000157911" 9833
"10165" "ENSG00000157916" 13667
"10166" "ENSG00000157927" 86661
"10167" "ENSG00000157933" 82825
"10168" "ENSG00000157954" 43644
"10169" "ENSG00000157965" 7893
"10170" "ENSG00000157978" 25280
"10171" "ENSG00000157985" 637750
"10172" "ENSG00000157992" 4115
"10173" "ENSG00000157999" 5176
"10174" "ENSG00000158006" 38350
"10175" "ENSG00000158008" 16580
"10176" "ENSG00000158014" 8866
"10177" "ENSG00000158019" 448960
"10178" "ENSG00000158022" 17135
"10179" "ENSG00000158023" 85335
"10180" "ENSG00000158042" 2955
"10181" "ENSG00000158050" 2271
"10182" "ENSG00000158055" 164924
"10183" "ENSG00000158062" 37035
"10184" "ENSG00000158077" 51047
"10185" "ENSG00000158079" 79062
"10186" "ENSG00000158089" 244735
"10187" "ENSG00000158092" 89398
"10188" "ENSG00000158104" 24069
"10189" "ENSG00000158106" 15345
"10190" "ENSG00000158109" 5112
"10191" "ENSG00000158113" 35733
"10192" "ENSG00000158122" 15740
"10193" "ENSG00000158125" 80421
"10194" "ENSG00000158156" 8505
"10195" "ENSG00000158158" 50972
"10196" "ENSG00000158161" 118293
