ENSEMBL_ID	Gene_ID	P7469_501	P7469_502	P7469_503	P7469_504	P7469_505	P7469_506	P7469_507	P7469_508
ENSG00000183530	PRR14L	4.18609	3.48546	2.38915	3.09685	2.41284	3.04214	0.759337	1.33987
ENSG00000183531	Z98256.1	0	0	0	0	0	0	0	0
ENSG00000183535	COL18A1-AS1	0	0	0	0	0	0	0	0
ENSG00000183542	KLRC4	0.0976415	0.135675	0.000442295	0.0509861	1.25082e-25	0.135715	0.000436265	0.000481301
ENSG00000183549	ACSM5	0	0	0	0	0	0	0.0468266	0
ENSG00000183558	HIST2H2AA3	0.186495	0.426892	1.11349	1.04465	1.45098	1.16939	3.62233	2.83395
ENSG00000183559	C10orf120	0	0	0	0	0	0	0	0
ENSG00000183560	FOLR4	0	0	0	0	0	0	0	0
ENSG00000183562	AC131971.1	0	0.017898	0	0	0	0	0	0
ENSG00000183566	BPIFA4P	0	0	0	0	0	0	0	0
ENSG00000183569	SERHL2	0.0840878	0.324595	0.235685	0.203482	0.334675	0.144033	0.356519	0.254897
ENSG00000183570	PCBP3	2.31497	4.10391	5.46745	2.83392	2.27385	3.94264	7.98618	4.66893
ENSG00000183571	PGPEP1L	0	0	0	0	0	0	0	0
ENSG00000183574	RNF5	0	0	0	0	0	0	0	0
ENSG00000183576	SETD3	39.242	34.5409	34.3157	34.5417	35.168	33.1071	17.7819	28.8104
ENSG00000183578	TNFAIP8L3	0.11704	0.132252	0.235264	0.0804179	0.165644	0.276963	0.0246705	0.0440882
ENSG00000183579	ZNRF3	17.3556	18.7397	18.7017	20.0597	18.8091	17.7521	12.9639	21.7498
ENSG00000183580	FBXL7	0	0	0	0	0	0	0	0
ENSG00000183586	HMGN3P1	310.405	280.376	260.224	276.658	238.898	240.521	60.2494	80.5651
ENSG00000183597	TANGO2	5.6227	11.9045	19.5268	19.5168	9.13603	12.9607	39.7129	24.4899
ENSG00000183598	HIST2H3D	0	0	0	0.164608	0	0.122022	0	0.10926
ENSG00000183604	RP11-347C12.2	8.32539	7.58911	7.76993	7.10149	8.15545	7.73694	6.06899	7.77954
ENSG00000183605	SFXN4	43.5336	30.9184	44.5733	42.9995	46.1548	37.2687	88.5631	68.5521
ENSG00000183607	GKN2	0	0	0	0	0	0	0	0
ENSG00000183615	FAM167B	0.519269	0.309678	0.287421	0.335949	0.222576	0.337236	0.444195	0.774269
ENSG00000183617	MRPL54	28.9847	50.9048	76.8475	81.9504	77.7253	77.4542	157.83	112.432
ENSG00000183621	ZNF438	0.958992	1.00171	0.824022	0.985242	0.847573	0.826238	0.605305	1.04409
ENSG00000183624	HMCES	47.6446	54.4618	59.6007	56.3295	59.0447	56.7162	64.4201	52.325
ENSG00000183625	CCR3	0.0282333	0.0126282	0.0234411	0.0228324	0.0648306	0.0211568	0.0362271	0.0227435
ENSG00000183628	DGCR6	3.71619	11.578	18.6633	19.0451	12.6251	15.0792	49.9006	35.1962
ENSG00000183629	GOLGA8G	0.0584355	0.0872327	0.0495729	0.0384557	0.0638822	0.0416266	0.00432945	0.0166514
ENSG00000183631	CXorf64	0	0	0	0	0	0	0	0
ENSG00000183632	TP53TG3	0.029383	0.0388906	0.0219252	0.0468375	0.0266727	0.0314114	0.062393	0.0953948
ENSG00000183638	RP1L1	0.0423436	0.0580917	0.0298126	0.0657811	0.0389775	0.056261	0.0418855	0.0613323
ENSG00000183640	KRTAP8-1	0	0	0	0	0	0	0	0
ENSG00000183643	C15orf32	0	0	0	0	0	0	0	0
ENSG00000183644	C11orf88	0	0.00425346	0.00145443	0	0	0	0	0.000559719
ENSG00000183647	ZNF530	3.60333	3.8821	3.49664	3.62588	3.30622	2.96482	4.34321	3.69555
ENSG00000183648	NDUFB1	159.636	140.682	169.158	180.393	208.469	200.045	158.564	142.373
ENSG00000183654	MARCH11	0	0	0	0	0	0	0	0
ENSG00000183655	KLHL25	2.2631	5.37122	6.60136	7.64435	5.4865	6.2755	9.88341	8.24311
ENSG00000183657	PP13439	0	0.0167897	0.0233745	0	0	0.00703222	0	0.0167913
ENSG00000183662	FAM19A1	0	0	0	0	0	0	0	0
ENSG00000183663	RP11-44N17.1	0	0	0	0	0	0	0	0
ENSG00000183665	TRMT12	8.53912	6.81622	6.86739	6.67862	5.73151	6.05322	6.8045	8.13148
ENSG00000183666	GUSBP1	15.4111	20.7391	14.6849	16.1079	18.3301	16.1692	9.18345	12.0148
ENSG00000183668	PSG9	0	0	0	0	0	0	0	0
ENSG00000183671	GPR1	0.88772	0.656033	1.07172	0.939861	0.593735	0.605316	3.68688	6.23696
ENSG00000183674	LINC00518	0	0	0.0324105	0	0.0878671	0.037097	0	0
ENSG00000183675	PTPN20B	0.0194903	0.0131443	0.0244024	0.0118828	0.0269957	0.0110108	0	0.0131455
ENSG00000183678	CTAG1A	0	0	0	0	0.0146579	0.023306	0.0532103	0.0278246
ENSG00000183682	BMP8A	0.0681494	0.137168	0.169746	0.0826693	0.179961	0.178739	0.262335	0.19053
ENSG00000183684	ALYREF	366.71	510.846	828.767	757.614	603.308	665.635	352.222	283.343
ENSG00000183688	FAM101B	1.74321	2.28411	2.98347	3.00339	2.46242	2.38842	0.946932	0.791393
ENSG00000183690	EFHC2	0.0198044	0.0177162	0	0	0.0284953	0.00840716	0	0
ENSG00000183691	NOG	0	0	0	0	0	0	0	0
ENSG00000183695	MRGPRX2	0	0	0	0	0	0	0	0
ENSG00000183696	UPP1	22.3646	22.3035	28.6296	32.4078	30.8997	31.7233	136.695	102.896
ENSG00000183704	SLC9B1P1	0	0	0	0.00727705	0	0	0.0164212	0.00644029
ENSG00000183706	OR4N4	0	0	0	0	0	0	0	0
ENSG00000183709	IFNL2	0	0	0	0.0128119	0	0.0178075	0	0
ENSG00000183718	TRIM52	10.209	10.4355	5.06872	6.83814	10.2428	8.67233	5.32106	7.66386
ENSG00000183722	LHFP	0.571994	0.559285	0.552217	0.570151	0.25658	0.129588	0.728257	1.07107
ENSG00000183723	CMTM4	22.8866	27.861	28.2018	26.7292	32.2033	29.3711	28.2007	34.4251
ENSG00000183726	TMEM50A	58.2675	56.4973	57.4355	57.58	63.5858	62.9389	45.4512	64.7653
ENSG00000183729	NPBWR1	0	0	0	0	0	0	0	0
ENSG00000183733	FIGLA	0	0.0437457	0	0	0	0	0	0
ENSG00000183734	ASCL2	5.32283	12.3856	17.6391	19.097	15.3877	16.8886	29.1357	22.9293
ENSG00000183735	TBK1	19.1108	16.5992	10.9776	12.7756	14.6787	14.0519	0.735636	2.45727
ENSG00000183741	CBX6	11.218	17.0436	18.3178	19.0691	15.5406	17.7556	25.1422	22.5751
ENSG00000183742	MACC1	30.624	24.6311	14.5246	18.497	17.7725	20.6716	1.61122	3.94364
ENSG00000183747	ACSM2A	0	0	0.00309128	0	0.00186535	0.000597867	0	0
ENSG00000183748	MRC1L1	0	0.00456721	0	0	0.00234472	0.00382587	0.0021837	0
ENSG00000183751	TBL3	9.17714	23.7547	38.8364	43.2603	29.1244	33.5717	69.5083	54.2654
ENSG00000183753	BPY2	0	0	0	0	0	0	0	0
ENSG00000183760	PAPL	0.0094476	0.00845145	0.0313839	0.00445571	0.0435232	0.0355083	0.188491	0.063491
ENSG00000183762	KREMEN1	41.0183	51.0696	54.2546	53.2165	43.9026	45.4226	31.0571	31.4704
ENSG00000183763	TRAIP	23.5715	28.4675	31.3619	24.3509	24.0875	26.7579	29.612	18.8592
ENSG00000183765	CHEK2	25.3022	19.0743	19.2964	17.6211	20.0287	22.9695	7.24003	9.20284
ENSG00000183770	FOXL2	2.11226	3.68712	4.69474	5.33624	4.83312	4.25826	8.5547	7.41675
ENSG00000183773	AIFM3	0.338779	1.81931	1.1473	1.41325	1.82282	1.35028	2.73835	2.47883
ENSG00000183775	KCTD16	0.00368999	0.0107549	0	0	0	0.0131566	0	0.0107556
ENSG00000183778	B3GALT5	0.717506	0.792096	0.857841	0.804823	0.694418	0.732931	2.14439	2.17555
ENSG00000183779	ZNF703	9.01988	15.9067	20.8322	21.8637	18.7408	18.6752	31.7674	27.6084
ENSG00000183780	SLC35F3	0	0.0177329	0	0.00801472	0	0	0	0
ENSG00000183783	KCTD8	0	0	0	0	0	0	0	0
ENSG00000183784	C9orf66	0.00763807	0.00292831	0.0570746	0.050298	0.0640421	0.0814743	0.0647014	0.0628599
ENSG00000183785	TUBA8	0.702999	1.19079	1.67717	1.49503	1.31052	1.60609	3.64322	2.48106
ENSG00000183791	TCEB3C	0	0	0	0	0	0	0	0
ENSG00000183793	NPIPA5	9.22603	9.1845	6.036	5.63465	7.78036	6.05825	11.5466	10.1473
ENSG00000183795	BPY2B	0	0	0	0	0	0	0	0
ENSG00000183798	EMILIN3	0	0.00631521	0	0	0	0	0	0
ENSG00000183801	OLFML1	0.0227533	0.0175291	0.029729	0.0166118	0.0269973	0.102279	0.0565	0.0609516
ENSG00000183807	FAM162B	0	0	0	0	0	0	0	0
ENSG00000183808	RBM12B	28.1182	18.6106	11.6848	13.3805	16.1017	14.2963	3.20536	6.65688
ENSG00000183813	CCR4	0.0235262	0.00473213	0.0161769	0.0165506	0.0426304	0.0365459	0	0.00196172
ENSG00000183814	LIN9	14.9486	10.584	9.24448	10.0292	11.8249	11.2685	0.371156	1.22025
ENSG00000183822	CTA-833B7.2	0	0	0	0	0	0	0	0
ENSG00000183826	BTBD9	1.84546	1.98797	1.86201	1.65024	1.72737	1.63417	3.03597	2.83807
ENSG00000183828	NUDT14	4.10355	14.7547	21.4009	26.0069	18.2008	20.1364	40.3952	27.5085
ENSG00000183831	ANKRD45	0	0	0	0	0.068707	0	0.00446237	0.0365192
ENSG00000183833	MAATS1	0	0	0	0	0.00793269	0	0	0
ENSG00000183837	PNMA3	0	0	0	0	0	0	0	0
ENSG00000183840	GPR39	2.18182	2.18148	2.56219	2.40028	2.0312	2.51872	5.06948	4.37869
ENSG00000183844	FAM3B	7.63961	7.50231	9.59484	7.04534	7.62124	7.31183	6.6638	6.7434
ENSG00000183850	ZNF730	0.0271572	0.0245841	0.0227976	0.0299224	0.036489	0.022692	0.00999506	0.00452977
ENSG00000183853	KIRREL	3.08576	3.57711	3.39238	3.90656	3.53363	3.52606	6.0765	6.20648
ENSG00000183856	IQGAP3	6.12436	9.33546	8.53095	8.46062	6.52242	7.55647	2.92178	2.68757
ENSG00000183862	CNGA2	0	0	0	0	0	0	0	0
ENSG00000183864	TOB2	9.60048	10.8505	12.0301	10.9199	12.4479	12.6678	12.3573	14.5745
ENSG00000183873	SCN5A	28.5818	32.2044	33.0777	32.7168	24.7471	24.5682	23.7897	22.7559
ENSG00000183876	ARSI	0.0966623	0.0153421	0.051563	0.0759274	0.0393819	0.0620624	0.0177014	0.0370435
ENSG00000183878	UTY	0.0221654	0.0793185	0.0184032	0.00661415	0.0203589	0.0304536	0.022121	0.0231353
ENSG00000183888	C1orf64	0.0536651	0.240033	0.141095	0.18083	0.262888	0.227881	0.28309	0.208048
ENSG00000183889	NPIPA7	13.6807	16.516	12.7166	12.2072	14.0854	13.4572	24.0195	25.3133
ENSG00000183891	TTC32	11.8538	11.7617	12.8344	10.8396	13.0812	13.2718	4.35995	7.07789
ENSG00000183908	LRRC55	0	0	0	0	0	0	0	0
ENSG00000183909	OR4G2P	0	0	0	0	0	0	0.124039	0.194589
ENSG00000183911	RPL21P132	0	0	0	0.00720932	0	0	0	0.0877298
ENSG00000183914	DNAH2	0	0.000296339	0.00981892	0	0.0176734	0.00557568	0.0360152	0.0277335
ENSG00000183918	SH2D1A	0	0	0	0	0	0	0	0
ENSG00000183921	SDR42E2	0.0109103	0	0	0.0176464	0.0200422	0	0	0.0195217
ENSG00000183929	DUSP5P1	0	0.0602467	0.0900242	0.0776936	0.074603	0.0203128	0.00960139	0.121085
ENSG00000183935	HTR7P1	0.403063	0.480752	0.446198	0.533067	0.34373	0.621328	0.358662	0.4656
ENSG00000183938	TRBV21OR9-2	0	0	0	0	0	0	0	0
ENSG00000183941	HIST2H4A	2.16883	2.3464	1.76074	2.41963	2.86284	3.60651	9.75372	11.9011
ENSG00000183943	PRKX	13.5793	16.078	16.5968	17.9794	17.2698	15.7212	12.8678	16.0764
ENSG00000183955	SETD8	25.1496	27.4761	22.7744	21.7696	22.9977	24.6716	20.6883	30.5542
ENSG00000183960	KCNH8	2.96405	2.5819	1.86181	1.97714	2.70102	2.33186	0.910332	2.70753
ENSG00000183963	SMTN	21.3481	44.2305	56.4799	68.6903	42.8795	55.9691	92.4502	71.1086
ENSG00000183971	NPW	0.0624969	0.115888	0.536622	0.729945	0.262297	0.970763	1.21598	0.786515
ENSG00000183977	PP2D1	0	0	0	0.0105311	0	0	0	0.0162232
ENSG00000183978	COA3	36.1232	46.6982	60.0545	60.0869	58.0895	62.0036	66.5916	50.5779
ENSG00000183979	NPB	0.0130021	0.0453186	0.0906652	0.0315447	0.117044	0.0194865	0.033367	0.0451202
ENSG00000183981	MAGEA13P	0	0	0	0	0	0	0	0
ENSG00000184005	ST6GALNAC3	0	0	0	0	0	0	0	0
ENSG00000184007	PTP4A2	204.345	176.19	174.246	194.886	190.418	183.243	113.74	196.421
ENSG00000184009	ACTG1	652.399	1029.82	1640.04	1969.19	1407.12	1694.4	3433.22	2675.48
ENSG00000184012	TMPRSS2	22.3101	26.0609	25.4103	19.7568	18.1711	18.8192	25.2775	25.8909
ENSG00000184014	DENND5A	54.9463	51.9615	53.8458	45.3058	46.3021	50.0184	54.0333	54.2768
ENSG00000184022	OR2T10	0	0	0	0	0	0	0	0
ENSG00000184029	DSCR4	0	0	0	0	0	0	0	0
ENSG00000184032	KRTAP20-2	0	0	0	0	0	0	0	0
ENSG00000184033	CTAG1B	0	0	0	0	0.0146579	0.0232631	0.0531125	0.0277735
ENSG00000184040	TMEM236	0.0170431	0.021426	0.00550764	0.0126443	0.0145822	0.00791973	0.00901753	0.0141539
ENSG00000184047	DIABLO	92.6904	72.8455	83.4618	74.7121	72.1948	70.0663	137.976	101.578
ENSG00000184055	OR7E87P	0.0166992	0.00738239	0.0055578	0.00314065	0.00356704	0.0033259	0.0022999	0.00208463
ENSG00000184056	VPS33B	13.8846	15.8561	20.9074	17.65	16.9784	18.0044	42.9196	32.7008
ENSG00000184058	TBX1	0.039106	0.0339991	0	0	0.0124002	0	0.0343928	0
ENSG00000184060	ADAP2	0.133153	0.0415687	0.469321	0	0.481279	0.026925	0.175889	0.205601
ENSG00000184068	RP5-821D11.7	0.0371193	0.0177086	0.0188983	0.0181379	0.034211	0.0495862	0.00958572	0.0338351
ENSG00000184076	UQCR10	56.191	98.08	132.116	132.347	117.508	127.8	136.986	113.044
ENSG00000184083	FAM120C	5.05109	5.89818	3.72929	4.25564	4.5486	4.99974	3.24423	4.36454
ENSG00000184084	CTD-2372A4.1	0	0	0	0	0	0	0	0
ENSG00000184100	BRD7P2	72.4351	61.8041	58.8833	60.4527	68.5497	66.9431	15.0278	31.309
ENSG00000184106	TREML3P	0	0	0	0	0	0	0	0
ENSG00000184108	TRIML1	0	0	0	0	0	0	0	0
ENSG00000184110	EIF3C	155.622	226.32	329.17	299.313	232.872	256.501	662.376	481.575
ENSG00000184111	RP11-366I13.3	0	0	0	0	0	0	0	0
ENSG00000184113	CLDN5	0	0	0	0	0	0	0	0
ENSG00000184115	RP13-1039J1.2	3.87679e-23	4.10448e-91	0	0	3.41597e-31	0.00351067	2.98276e-14	0
ENSG00000184117	NIPSNAP1	36.4087	36.3893	38.2199	34.2811	47.1575	45.3276	55.8499	47.984
ENSG00000184139	RPL7AP28	0.0197107	0	0.0360032	0	0.00905213	0.00738516	0	0
ENSG00000184140	OR4F6	0	0	0	0	0	0	0	0
ENSG00000184144	CNTN2	0	0	0	0	0	0	0	0
ENSG00000184148	SPRR4	0	0	0	0	0	0	0	0
ENSG00000184154	LRTOMT	19.482	21.9926	17.8067	21.7013	21.9907	27.5626	47.8315	44.4458
ENSG00000184155	OR10J5	0	0	0	0	0	0	0	0
ENSG00000184156	KCNQ3	0.0106838	0.00201895	0.0088743	0.00864387	0	0	0	0
ENSG00000184160	ADRA2C	1.9777	4.91829	6.13017	8.16747	10.2694	11.3521	21.8689	18.8611
ENSG00000184162	NR2C2AP	27.9408	40.673	47.0153	48.6953	41.8452	44.2939	52.79	42.7746
ENSG00000184163	FAM132A	0	0.154859	0.162759	0.269985	0.579403	0.369434	1.28224	1.09838
ENSG00000184164	CRELD2	7.19183	15.8403	17.6102	22.0426	17.4185	19.4503	26.5921	22.458
ENSG00000184166	OR1D2	0	0	0	0	0	0	0	0
ENSG00000184178	SCFD2	9.7971	9.07307	9.6029	9.3774	11.0784	11.8679	11.9539	11.7186
ENSG00000184182	UBE2F	35.453	34.8411	35.4722	38.5762	42.4305	38.6506	41.9831	36.972
ENSG00000184185	KCNJ12	0	0.0391462	0.0121129	0.0205826	0.0178624	0.01917	0.0543635	0.0114062
ENSG00000184188	CTC-512J14.7	0.303951	0.424984	0.396315	0.361347	0.544325	0.447479	0.317924	0.370418
ENSG00000184194	GPR173	0.47412	0.574865	0.362403	0.299102	0.40519	0.341081	1.62582	0.874412
ENSG00000184203	PPP1R2	58.1377	50.5348	48.5186	48.8767	53.5208	55.4146	19.1219	43.5704
ENSG00000184205	TSPYL2	9.94578	13.1251	11.3333	7.97066	11.9669	12.7246	10.2376	12.9716
ENSG00000184206	GOLGA6L4	1.08145	1.16323	0.460857	0.465935	0.594476	0.632587	0.09382	0.262542
ENSG00000184207	PGP	7.04546	15.0489	19.0368	20.8236	15.8298	16.7155	19.7677	15.7076
ENSG00000184208	C22orf46	4.69485	6.43024	4.5631	5.30415	5.49514	5.37846	3.82701	7.65405
ENSG00000184209	SNRNP35	13.43	14.5219	15.3597	14.7746	13.9527	12.6781	19.7507	20.2662
ENSG00000184210	DGAT2L6	0	0	0	0	0	0	0	0
ENSG00000184216	IRAK1	81.2673	218.717	365.688	394.477	219.365	261.589	466.511	347.004
ENSG00000184220	CMSS1	111.692	75.4309	101.915	92.9914	97.3394	84.2768	54.4497	81.1806
ENSG00000184221	OLIG1	0	0	0.0101573	0	0	0	0	0
ENSG00000184224	C11orf72	0.0310011	0.0613052	0.0386944	0.0313216	0.0260622	0.0496567	0.0987724	0.141507
ENSG00000184226	PCDH9	2.25843	1.83372	1.36467	1.36626	1.70342	1.70745	0.425596	0.91619
ENSG00000184227	ACOT1	7.01662	8.02984	11.6484	10.3985	11.1258	11.8357	25.8772	21.4509
ENSG00000184247	AC100791.1	5.79818e-10	8.9715e-16	4.5397e-57	1.62781e-51	2.45587e-53	7.14192e-16	2.40313e-85	5.2377e-85
ENSG00000184254	ALDH1A3	5.99924	9.16389	13.0589	13.6473	10.0542	10.4509	4.14947	6.66018
ENSG00000184258	CDR1	0	0	0	0	0	0	0	0
ENSG00000184260	HIST2H2AC	0.180923	0.388431	0.743559	1.38266	0.797653	0.643985	1.4548	1.96662
ENSG00000184261	KCNK12	0	0	0	0.0102151	0	0	0.028814	0.00376689
ENSG00000184270	HIST2H2AB	0	0	0.021519	0.356323	0	0.0971099	0.177368	0.115938
ENSG00000184271	POU6F1	2.29633	2.79707	2.54376	2.9008	2.18231	2.53408	3.08442	4.09033
ENSG00000184274	LINC00315	0	0	0	0	0	0.0179328	0	0
ENSG00000184276	DEFB108B	0	0	0	0	0	0	0	0
ENSG00000184277	TM2D3	23.1128	26.5699	21.7607	22.5384	22.6633	24.4787	16.2479	23.3892
ENSG00000184281	TSSC4	12.603	35.1272	45.4007	64.0591	47.0114	57.4024	154.378	133.724
ENSG00000184292	TACSTD2	0	0	0.0112931	0.0109999	0	0.0203852	0	0.0365064
ENSG00000184293	CLECL1	0	0	0	0	0	0	0	0
ENSG00000184302	SIX6	0	0	0	0	0	0	0	0
ENSG00000184303	DRD5P1	0	0.0183764	0.00852782	0	0	0.0251137	1.44228	1.14118
ENSG00000184304	PRKD1	0.0301247	0.197703	0.101093	0.101909	0.195553	0.0107905	0.0568485	0.00759943
ENSG00000184305	CCSER1	0.132823	0.188003	0.0720283	0.125134	0.182668	0.174156	0.0349835	0.0477609
ENSG00000184307	ZDHHC23	11.2093	11.1845	8.44048	8.55923	8.04475	8.44142	2.48714	5.78322
ENSG00000184313	MROH7	0.0339471	0.109077	0.0139331	0.0493372	0.0133346	0.146504	0.011691	0.0190814
ENSG00000184319	RPL23AP82	11.8573	11.5477	12.8025	11.7697	13.7854	14.4355	22.1265	21.4334
ENSG00000184321	OR51J1	0	0	0	0	0	0	0	0
ENSG00000184324	CSAG2	0	0.0129099	0.0239674	0.0116709	0	0	0.0168539	0
ENSG00000184330	S100A7A	0	0	0	0	0	0	0	0
ENSG00000184343	SRPK3	0.214706	0.578888	1.2537	0.697296	0.375596	0.514188	2.12291	2.61757
ENSG00000184344	GDF3	0	0	0	0	0	0	0	0
ENSG00000184345	IQCF2	0	0	0	0	0	0.101457	0	0
ENSG00000184347	SLIT3	0.0323648	0.0120258	0.0547918	0.0291878	0.120069	0	0.197802	0.111732
ENSG00000184348	HIST1H2AK	0	0.265215	0.0820511	0.719285	0.090771	0.166625	0.225433	0.817824
ENSG00000184349	EFNA5	0	0	0.243623	0.00799386	0.00453957	0	0	0.00442167
ENSG00000184350	MRGPRE	0	0	0	0.0375419	0	0	0	0
ENSG00000184351	KRTAP19-1	0	0	0	0	0	0	0	0
ENSG00000184357	HIST1H1B	0.086467	0.1547	0.251267	0.244742	0.47652	0.323973	0.295864	0.193393
ENSG00000184361	SPATA32	0.0469747	0.0932227	0.0123603	0.0240788	0	0.0446234	0	0
ENSG00000184363	PKP3	16.7066	44.7762	67.7802	71.9345	58.9832	67.2963	105.507	82.2932
ENSG00000184368	MAP7D2	11.5343	12.1462	10.4084	11.7022	12.655	11.4163	15.3542	21.9392
ENSG00000184371	CSF1	0.0104732	0.0843228	0.0567191	0.0180052	0.0406998	0.172589	0.112098	0.0226537
ENSG00000184374	COLEC10	0	0	0	0	0	0	0	0
ENSG00000184378	ACTRT3	1.35144	1.19635	1.37918	1.45722	1.55162	1.46632	1.25239	1.68764
ENSG00000184381	PLA2G6	5.41064	8.09756	5.99018	7.28692	5.66444	7.87253	12.538	11.0824
ENSG00000184384	MAML2	5.42639	5.18473	3.46331	3.83687	4.40172	4.37465	1.15493	2.6221
ENSG00000184385	C21orf128	0	0	0	0	0	0	0	0
ENSG00000184388	PABPC1L2B	0	0	0	0	0	0	0	0
ENSG00000184389	A3GALT2	0	0.0553616	0.0321667	0.0250242	0	0.0231877	0	0
ENSG00000184394	OR4N5	0	0	0	0	0	0	0	0
ENSG00000184402	SS18L1	8.82118	9.97789	6.09388	6.43448	8.42541	8.22447	2.81605	4.97979
ENSG00000184408	KCND2	0	0	0	0	0	0	0	0
ENSG00000184414	RP11-44M6.3	0.0947965	0.015345	0.0262354	0.141187	0.0870707	0.0593764	0.120993	0.0400488
ENSG00000184423	AC090043.1	2.64312	2.4264	3.79412	4.0078	3.89866	5.08873	2.4468	2.09274
ENSG00000184428	TOP1MT	17.3011	24.8169	29.6753	28.4038	25.154	27.3845	41.4549	39.0327
ENSG00000184432	COPB2	109.867	98.7857	91.3512	102.746	97.112	87.1958	34.3178	69.2984
ENSG00000184434	LRRC19	0	0.000512459	0	0.00100377	0	0	0	0
ENSG00000184436	THAP7	5.56032	18.0423	25.0641	31.9298	18.8877	24.2844	53.9463	43.4264
ENSG00000184441	AP001062.7	0.0462943	0.105742	0.169219	0.163196	0.0665652	0.142572	0.161939	0.198971
ENSG00000184445	KNTC1	73.6849	79.3027	54.1268	44.1757	57.9426	35.6824	1.50366	4.96871
ENSG00000184451	CCR10	0	0	0	0	0.01484	0.0363247	0.0414649	0.0286988
ENSG00000184454	NCMAP	0.0202896	0.0363027	0	0	0.0368183	0.0304101	0.0578587	0.0605115
ENSG00000184459	BPIFC	0	0	0	0	0	0.0148057	0	0
ENSG00000184465	WDR27	21.2286	22.2492	10.4348	11.4324	16.5208	15.5342	9.9118	19.457
ENSG00000184470	TXNRD2	973.761	886.758	1027.42	912.156	1087.52	895.969	3107.07	2605.49
ENSG00000184471	C1QTNF8	0	0	0	0	0	0	0	0
ENSG00000184478	OR56A3	0	0	0	0	0	0	0	0
ENSG00000184481	FOXO4	3.73013	3.0678	3.05247	2.63236	3.86413	4.53679	10.4618	12.1452
ENSG00000184486	POU3F2	1.23619	1.20239	0.896035	0.930953	0.63681	0.612665	0.201423	0.456425
ENSG00000184489	PTP4A3	0.42752	0.576254	1.37821	1.3337	1.3823	1.72031	8.5125	6.30759
ENSG00000184490	AP000351.9	0	0	0	0	0	0	0	0
ENSG00000184492	FOXD4L1	0.00874403	0.0425868	0.0244684	0.00982131	0.0525015	0.0156287	0.00581766	0.0112996
ENSG00000184494	NEU1	0	0	0	0	0	0	0	0
ENSG00000184497	TMEM255B	0.446832	0.395707	0.0953133	0.1484	0.843968	1.0578	0.904473	0.786239
ENSG00000184500	PROS1	10.0655	9.13322	6.45962	6.53292	9.73662	9.63469	2.02036	5.03222
ENSG00000184502	GAST	0.190238	0.595627	1.42153	1.23077	1.13577	1.283	0.406835	0.255293
ENSG00000184507	NUTM1	0	0.0252661	0	0	0	0.00529011	0	0
ENSG00000184508	HDDC3	13.3032	16.8778	22.1868	21.2313	23.8419	24.7306	76.6953	61.4369
ENSG00000184515	BEX5	7.13947	6.38669	6.08873	6.90344	7.95169	9.18815	18.1658	20.5398
ENSG00000184517	ZFP1	13.9852	11.8559	10.0902	11.2139	11.7496	11.3097	2.22748	5.56952
ENSG00000184523	PTGER4P2	1.66719	1.80211	1.67259	1.57298	1.53131	1.09316	1.06962	0.932214
ENSG00000184524	CEND1	0.0526324	0.0470828	0.0145663	0.0763505	0	0.0131468	0.045023	0.0156958
ENSG00000184530	C6orf58	0.025448	0.805	0.225491	0.0617398	0.155959	0.165378	0	0.493412
ENSG00000184544	DHRS7C	0	0	0	0	0	0	0	0
ENSG00000184545	DUSP8	0.0876114	0.104266	0.355709	0.519951	0.543429	0.218243	3.74468	2.36484
ENSG00000184551	AC132872.1	0.298111	0.430233	0.419894	0.465126	0.537383	0.460716	0.742236	1.06459
ENSG00000184557	SOCS3	0.241008	0.39526	0.391864	0.406051	0.405838	0.466553	0.790296	0.772626
ENSG00000184560	C17orf74	0	0.0209366	0	0	0	0	0	0
ENSG00000184564	SLITRK6	0.0554757	0.0661684	0.0460595	0.0348938	0.0056616	0.027714	0	0
ENSG00000184566	AC132216.1	0	0	0	0	0	0	0	0
ENSG00000184571	PIWIL3	0.000686795	0	0.00798582	0.0162516	0.0160549	0.0287907	0	0.000532498
ENSG00000184574	LPAR5	1.16041	1.36586	1.47889	1.14667	1.52398	1.61111	2.91668	2.43147
ENSG00000184575	XPOT	59.4388	53.5011	48.5396	55.1891	51.2053	57.6619	40.2516	103.206
ENSG00000184584	TMEM173	2.97606	3.71028	3.28292	3.58504	3.15481	3.95184	6.38554	5.77407
ENSG00000184586	KRTAP7-1	0	0	0	0	0	0	0.000103636	0
ENSG00000184588	PDE4B	0	0	0	0.0111757	0.00783899	0	0	0
ENSG00000184596	AF207550.1	0	0	0	0	0	0	0	0
ENSG00000184599	FAM19A3	0	0	0.024696	0.0240548	0.0546422	0	0.0254444	0.026611
ENSG00000184601	C14orf180	0	0	0	0	0	0	0	0
ENSG00000184602	SNN	3.07583	3.53975	4.19981	4.15674	4.51875	4.18794	2.6451	2.27003
ENSG00000184608	C8orf12	0	0	0	0	0	0	0	0
ENSG00000184611	KCNH7	0	0	0	0	0	0	0	0
ENSG00000184612	RPL7P26	27.5332	24.5665	23.9071	24.0807	25.1471	25.8944	15.3384	24.6815
ENSG00000184613	NELL2	0.877969	0.526379	0.779793	0.330268	0.396438	0.427978	1.33282	1.38197
