ENSEMBL_ID	Gene_ID	P7469_501	P7469_502	P7469_503	P7469_504	P7469_505	P7469_506	P7469_507	P7469_508
ENSG00000135926	TMBIM1	1016	1264	1550	1540	1482	1661	3239	2213
ENSG00000135929	CYP27A1	79	152	153	147	159	175	688	517
ENSG00000135930	EIF4E2	2927	2710	2981	2874	2637	3190	2407	2207
ENSG00000135931	ARMC9	399	556	493	497	459	539	651	799
ENSG00000135932	CAB39	3692	3727	3266	3629	3420	4227	1161	2548
ENSG00000135940	COX5B	559	1321	1874	2179	1468	2121	3358	3091
ENSG00000135945	REV1	1911	1895	1608	1720	1648	1912	245	719
ENSG00000135951	TSGA10	209	224	133	186	194	205	30	84
ENSG00000135953	MFSD9	720	891	835	939	711	958	785	966
ENSG00000135956	TMEM127	1277	1789	2079	2107	1708	2090	4865	3908
ENSG00000135960	EDAR	267	303	381	382	119	168	283	309
ENSG00000135966	TGFBRAP1	2425	3335	3892	4183	3024	3961	3917	4318
ENSG00000135968	GCC2	3070	2900	1030	1592	2199	2523	110	392
ENSG00000135972	MRPS9	2098	2400	2414	2491	2405	3080	1244	2114
ENSG00000135973	GPR45	0	1	0	0	0	0	0	0
ENSG00000135974	C2orf49	1740	1533	1333	1378	1491	1704	543	987
ENSG00000135976	ANKRD36	296	268	144	169	144	179	9	36
ENSG00000135999	EPC2	1255	1220	931	1082	1157	1420	415	751
ENSG00000136002	ARHGEF4	120	230	277	253	151	191	428	360
ENSG00000136003	ISCU	1864	2038	2193	2404	2080	2735	2540	3095
ENSG00000136010	ALDH1L2	50	68	40	49	62	87	165	321
ENSG00000136011	STAB2	0	0	0	2	2	1	0	0
ENSG00000136014	USP44	1	0	0	0	0	0	0	0
ENSG00000136021	SCYL2	3539	3304	2372	2680	2971	3528	289	825
ENSG00000136026	CKAP4	255	363	373	395	511	697	1647	1621
ENSG00000136040	PLXNC1	0	0	0	1	1	0	0	0
ENSG00000136044	APPL2	870	906	823	768	999	1043	485	833
ENSG00000136045	PWP1	3050	3088	3949	4017	3344	4062	2095	2730
ENSG00000136048	DRAM1	358	349	383	322	370	468	295	468
ENSG00000136051	KIAA1033	3708	3334	1923	2419	2626	3250	80	342
ENSG00000136052	SLC41A2	263	253	167	211	238	243	111	223
ENSG00000136059	VILL	6	21	20	24	20	41	73	36
ENSG00000136068	FLNB	5914	8382	9628	9730	5884	7482	15284	11749
ENSG00000136098	NEK3	222	238	223	234	296	392	129	287
ENSG00000136099	PCDH8	0	0	0	1	0	0	3	2
ENSG00000136100	VPS36	2869	2881	2266	2417	2814	3419	613	1582
ENSG00000136104	RNASEH2B	1710	1887	2140	2317	2390	2824	1508	2682
ENSG00000136108	CKAP2	6923	6448	4623	5699	6447	8215	345	663
ENSG00000136110	LECT1	0	0	0	0	0	0	0	0
ENSG00000136111	TBC1D4	96	94	95	133	53	46	11	32
ENSG00000136114	THSD1	23	25	44	32	29	16	39	27
ENSG00000136122	BORA	2665	2514	2546	2565	2653	3415	376	987
ENSG00000136141	LRCH1	2650	2759	2564	2696	2835	3362	999	1988
ENSG00000136143	SUCLA2	2855	2649	2327	2501	2770	3738	349	907
ENSG00000136144	RCBTB1	2584	2584	2127	2128	2380	2865	971	1882
ENSG00000136146	MED4	1851	1763	1807	1857	2026	2455	528	917
ENSG00000136147	PHF11	398	491	382	391	446	592	382	522
ENSG00000136149	RPL13AP25	3	7	26	26	13	23	68	38
ENSG00000136152	COG3	948	925	811	825	1099	1437	760	1490
ENSG00000136153	LMO7	11903	11991	10188	10810	11261	13595	2347	4841
ENSG00000136155	SCEL	7	7	4	3	6	14	1	9
ENSG00000136156	ITM2B	1725	1751	2077	1893	2579	3021	1619	2147
ENSG00000136158	SPRY2	2314	2636	2867	2573	2984	3613	2557	3270
ENSG00000136159	NUDT15	2077	2004	2333	2179	2668	3252	1242	1827
ENSG00000136160	EDNRB	6	4	10	12	7	4	2	0
ENSG00000136161	RCBTB2	137	150	126	114	162	187	98	172
ENSG00000136167	LCP1	16706	16447	18378	17662	22723	26872	11412	14139
ENSG00000136169	SETDB2	1181	1116	814	897	999	1184	318	783
ENSG00000136193	SCRN1	7409	7607	8469	8338	6527	8164	6383	9850
ENSG00000136197	C7orf25	13	6	15	12	10	8	4	6
ENSG00000136205	TNS3	17463	25563	30632	31658	24770	31047	29257	26576
ENSG00000136206	SPDYE1	0	0	0	0	0	0	0	0
ENSG00000136213	CHST12	36	80	148	180	97	170	281	203
ENSG00000136231	IGF2BP3	2685	2420	1948	2189	1956	2405	489	1127
ENSG00000136235	GPNMB	13	6	4	13	7	14	15	19
ENSG00000136237	RAPGEF5	0	0	0	1	0	4	0	0
ENSG00000136238	RAC1	7988	8085	9639	9115	8931	10314	7264	7922
ENSG00000136240	KDELR2	5397	5440	6565	5876	6194	6950	7558	7683
ENSG00000136243	NUPL2	1889	1904	1862	1896	1731	2128	447	840
ENSG00000136244	IL6	0	0	0	0	0	0	0	0
ENSG00000136247	ZDHHC4	1768	2088	2633	2539	2674	2740	3466	2488
ENSG00000136250	AOAH	22	9	7	1	10	11	0	2
ENSG00000136261	BZW2	7207	7522	9282	9045	8423	10472	5502	5671
ENSG00000136267	DGKB	2	3	2	0	1	2	0	0
ENSG00000136270	TBRG4	2205	4517	7180	7474	5597	7384	10650	7210
ENSG00000136271	DDX56	3749	5486	8064	7629	6113	7674	13173	9121
ENSG00000136273	HUS1	2869	2914	3141	3228	2901	3587	959	1626
ENSG00000136274	NACAD	1	14	10	7	10	13	39	38
ENSG00000136275	C7orf69	0	0	0	0	0	2	0	0
ENSG00000136279	DBNL	1138	2417	3663	3931	2594	3479	3745	2793
ENSG00000136280	CCM2	331	729	971	1002	804	1066	1108	829
ENSG00000136286	MYO1G	2	2	3	5	0	4	3	0
ENSG00000136295	TTYH3	852	2723	4157	5439	2836	4297	4913	4057
ENSG00000136297	MMD2	0	0	0	0	0	1	0	0
ENSG00000136305	CIDEB	15	21	22	13	22	21	17	18
ENSG00000136315	RP11-84C10.2	0	0	0	0	0	0	0	0
ENSG00000136319	TTC5	1103	1059	1216	1172	976	1226	1595	1341
ENSG00000136327	NKX2-8	0	0	0	0	0	0	0	0
ENSG00000136352	NKX2-1	9	9	17	23	14	10	14	17
ENSG00000136367	ZFHX2	12	65	32	28	39	48	95	108
ENSG00000136371	MTHFS	177	202	299	265	281	343	313	310
ENSG00000136378	ADAMTS7	0	0	0	4	0	1	1	2
ENSG00000136379	ABHD17C	2191	2388	2433	2316	2431	2980	1483	1901
ENSG00000136381	IREB2	6114	5976	4631	5148	5851	7098	607	1602
ENSG00000136383	ALPK3	33	71	50	41	40	61	67	80
ENSG00000136404	TM6SF1	0	1	2	1	0	0	0	0
ENSG00000136425	CIB2	5	11	15	14	20	24	11	13
ENSG00000136436	CALCOCO2	1567	1536	1401	1415	1221	1466	1706	2487
ENSG00000136444	RSAD1	1031	1406	1710	1707	1513	2008	2582	2212
ENSG00000136448	NMT1	5871	7597	9440	9095	7593	9484	11600	9638
ENSG00000136449	MYCBPAP	16	11	5	2	5	12	17	20
ENSG00000136450	SRSF1	21284	20768	20463	21804	20316	24961	8035	13961
ENSG00000136451	VEZF1	2983	2927	2890	2894	2667	3159	1087	2190
ENSG00000136457	CHAD	0	0	1	0	0	0	0	0
ENSG00000136463	TACO1	1367	1582	2140	2171	1731	2297	3187	2144
ENSG00000136478	TEX2	3110	3658	3762	3968	3688	4904	2410	3821
ENSG00000136485	DCAF7	13382	15248	16800	16363	13963	16518	19651	19250
ENSG00000136487	GH2	0	0	0	0	0	0	0	0
ENSG00000136488	CSH1	0	0	0	0	0	0	0	0
ENSG00000136490	LIMD2	24	73	100	116	91	124	205	177
ENSG00000136492	BRIP1	3179	2984	2005	2582	2269	2757	73	188
ENSG00000136504	KAT7	1377	1507	1816	1688	1530	1780	2103	1953
ENSG00000136514	RTP4	0	0	0	0	0	5	0	0
ENSG00000136518	ACTL6A	6811	6520	8195	7725	6994	8875	3341	3419
ENSG00000136521	NDUFB5	1760	1862	2128	1985	2095	2521	2184	2683
ENSG00000136522	MRPL47	2398	2049	2383	2458	2339	2769	898	1647
ENSG00000136527	TRA2B	17309	17728	16764	17329	15978	19818	9612	11955
ENSG00000136531	SCN2A	0	1	0	1	0	0	1	0
ENSG00000136535	TBR1	1	0	0	0	2	1	0	0
ENSG00000136536	41339	3901	3748	3035	3342	3504	4227	232	948
ENSG00000136541	ERMN	7	2	5	0	7	4	0	3
ENSG00000136542	GALNT5	1532	1414	976	1153	984	1245	190	469
ENSG00000136546	SCN7A	0	0	0	0	0	0	0	0
ENSG00000136560	TANK	1342	1211	952	989	1275	1468	298	528
ENSG00000136573	BLK	0	0	0	0	0	0	0	0
ENSG00000136574	GATA4	0	0	1	1	2	2	7	4
ENSG00000136603	SKIL	2869	2858	1524	1686	2158	2557	162	402
ENSG00000136628	EPRS	10866	9883	8720	10026	9044	11187	3438	7076
ENSG00000136630	HLX	1	2	8	1	2	9	7	4
ENSG00000136631	VPS45	1599	1501	1342	1298	1106	1485	574	904
ENSG00000136634	IL10	64	64	72	71	48	49	16	13
ENSG00000136636	KCTD3	5003	4461	4369	4646	4276	5335	617	1336
ENSG00000136643	RPS6KC1	744	783	667	731	735	883	296	599
ENSG00000136653	RASSF5	189	249	283	267	277	278	285	325
ENSG00000136682	CBWD2	608	542	377	436	394	520	125	274
ENSG00000136688	IL36G	0	0	0	0	0	0	0	0
ENSG00000136689	IL1RN	0	0	0	0	1	0	0	0
ENSG00000136694	IL36A	1	0	0	1	0	0	0	0
ENSG00000136695	IL36RN	0	0	0	0	0	0	0	0
ENSG00000136696	IL36B	0	0	0	0	0	0	0	0
ENSG00000136697	IL1F10	0	0	0	0	0	0	0	0
ENSG00000136698	CFC1	0	0	0	0	0	0	0	0
ENSG00000136699	SMPD4	1677	3097	4531	4888	3433	4538	5478	4073
ENSG00000136709	WDR33	3225	3561	4071	4120	3553	4608	2152	3745
ENSG00000136710	CCDC115	807	1064	1397	1386	1201	1585	2232	1880
ENSG00000136715	SAP130	1403	1619	1898	1812	1561	1934	1643	1562
ENSG00000136717	BIN1	1044	2582	3968	4473	2656	3665	4417	3847
ENSG00000136718	IMP4	1909	3321	5003	5128	3755	5088	8150	5836
ENSG00000136720	HS6ST1	100	208	239	310	253	354	582	455
ENSG00000136731	UGGT1	4967	4913	4269	4886	3974	4582	2400	4043
ENSG00000136732	GYPC	0	0	0	0	0	0	0	0
ENSG00000136738	STAM	1182	1099	1216	1248	1188	1412	518	881
ENSG00000136750	GAD2	0	0	0	0	0	0	0	0
ENSG00000136754	ABI1	2134	2004	1951	1972	1935	2373	839	1577
ENSG00000136758	YME1L1	8918	8710	8499	8904	8029	9748	3235	6529
ENSG00000136770	DNAJC1	552	700	754	766	648	854	576	1021
ENSG00000136783	NIPSNAP3A	927	949	1009	872	967	1243	491	795
ENSG00000136802	LRRC8A	1350	2932	3770	4125	2965	4097	5945	5164
ENSG00000136807	CDK9	894	1495	2034	2074	1617	2248	2887	2376
ENSG00000136810	TXN	7818	7105	8970	9615	7766	9923	4462	5182
ENSG00000136811	ODF2	3109	3862	4161	4104	3702	4599	4413	3810
ENSG00000136813	KIAA0368	5492	5131	5424	5505	5111	6157	2735	5067
ENSG00000136816	TOR1B	898	1002	1000	923	909	1112	1698	1429
ENSG00000136819	C9orf78	2626	2768	3225	3218	2583	3037	1700	2613
ENSG00000136824	SMC2	8684	7640	4558	6429	6420	7761	117	471
ENSG00000136826	KLF4	64	68	79	97	109	138	227	343
ENSG00000136827	TOR1A	1398	1799	2209	2242	1900	2361	3282	2702
ENSG00000136828	RALGPS1	274	299	291	284	240	357	327	367
ENSG00000136830	FAM129B	1378	3617	5221	6018	3974	5804	6324	4847
ENSG00000136834	OR1J1	0	0	0	0	0	0	0	0
ENSG00000136839	OR13C9	0	0	0	0	0	0	0	0
ENSG00000136840	ST6GALNAC4	101	379	577	782	405	644	1732	1258
ENSG00000136842	TMOD1	40	40	48	39	35	50	40	48
ENSG00000136848	DAB2IP	742	1915	2409	2785	1660	2392	2463	1962
ENSG00000136854	STXBP1	981	1369	1462	1460	1406	1677	1521	1419
ENSG00000136856	SLC2A8	32	94	124	150	107	157	229	184
ENSG00000136859	ANGPTL2	103	171	216	257	179	185	133	120
ENSG00000136861	CDK5RAP2	6404	6692	5880	6042	5724	6934	1854	3901
ENSG00000136866	ZFP37	302	312	233	265	221	256	17	74
ENSG00000136867	SLC31A2	181	224	218	197	183	245	279	258
ENSG00000136868	SLC31A1	1410	1338	1711	1722	1465	1726	2009	2276
ENSG00000136869	TLR4	263	287	184	219	125	176	11	25
ENSG00000136870	ZNF189	796	807	504	525	629	685	151	420
ENSG00000136872	ALDOB	0	0	0	0	0	1	0	0
ENSG00000136874	STX17	1040	1016	860	903	767	958	379	759
ENSG00000136875	PRPF4	3936	4139	4572	4619	4002	4794	3821	3651
ENSG00000136877	FPGS	966	1950	3115	3409	2175	2990	4631	3238
ENSG00000136878	USP20	198	457	485	664	481	636	1884	1513
ENSG00000136881	BAAT	31	31	17	18	35	34	6	5
ENSG00000136883	KIF12	31	85	74	78	165	228	544	502
ENSG00000136888	ATP6V1G1	3167	3601	4367	4488	4141	5208	2430	3960
ENSG00000136891	TEX10	2703	2879	2975	3006	3024	3540	1164	2024
ENSG00000136895	GARNL3	37	29	14	10	11	23	4	12
ENSG00000136897	MRPL50	2257	1920	1980	2144	1962	2426	356	727
ENSG00000136908	DPM2	1321	2129	3247	2945	2272	2821	4938	3613
ENSG00000136918	WDR38	0	0	0	1	0	0	0	0
ENSG00000136925	TSTD2	1542	1642	1587	1674	1455	1924	2029	3007
ENSG00000136928	GABBR2	16	37	14	13	44	32	7	7
ENSG00000136929	HEMGN	0	0	0	0	0	0	0	0
ENSG00000136930	PSMB7	5994	6005	8618	8212	6786	8291	10934	7934
ENSG00000136931	NR5A1	0	1	1	1	2	0	0	0
ENSG00000136932	C9orf156	373	466	590	629	518	635	1068	1121
ENSG00000136933	RABEPK	1236	1567	2204	2165	1686	2356	4586	3333
ENSG00000136935	GOLGA1	759	832	733	744	799	945	647	1116
ENSG00000136936	XPA	610	556	591	570	489	676	306	609
ENSG00000136937	NCBP1	6734	6769	6189	6650	5616	7028	2171	3895
ENSG00000136938	ANP32B	7425	7616	9521	8772	9156	10706	5653	7071
ENSG00000136939	OR1L4	0	0	0	0	0	0	0	0
ENSG00000136940	PDCL	1255	1221	1212	1286	1123	1385	323	546
ENSG00000136942	RPL35	5872	12569	21067	22032	17308	21274	30321	22427
ENSG00000136943	CTSV	275	230	234	228	181	206	28	39
ENSG00000136944	LMX1B	1	0	1	6	4	1	11	5
ENSG00000136950	ARPC5L	2114	2275	2887	2839	2534	3122	2353	2244
ENSG00000136960	ENPP2	3	1	1	4	2	1	2	2
ENSG00000136982	DSCC1	2156	2007	1908	2019	1995	2320	158	311
ENSG00000136986	DERL1	1911	2084	2561	2436	2335	2795	2810	2887
ENSG00000136997	MYC	6063	8552	11420	12752	10355	13323	22656	25915
ENSG00000136999	NOV	1	2	0	2	0	2	0	1
ENSG00000137033	IL33	0	0	0	0	0	1	0	0
ENSG00000137038	TMEM261	531	840	1256	1445	1214	1621	2174	1677
ENSG00000137040	RANBP6	2209	2102	1470	1751	1495	1780	117	442
ENSG00000137054	POLR1E	2125	2463	2960	2762	2443	3033	1926	1916
ENSG00000137055	PLAA	1950	1772	1888	1956	1909	2290	685	1267
ENSG00000137070	IL11RA	89	126	98	95	107	126	161	140
ENSG00000137073	UBAP2	2923	3840	4652	4537	3610	4470	3373	3522
ENSG00000137074	APTX	1698	1639	2017	1920	1802	2242	3376	2825
ENSG00000137075	RNF38	1536	1504	1257	1283	1354	1473	542	830
ENSG00000137076	TLN1	4370	7767	10146	10139	7857	10317	18042	13826
ENSG00000137077	CCL21	0	0	0	0	0	0	0	0
ENSG00000137078	SIT1	222	372	534	582	376	532	971	656
ENSG00000137080	IFNA21	0	0	0	0	0	0	0	0
ENSG00000137090	DMRT1	1	1	2	0	1	0	2	1
ENSG00000137094	DNAJB5	79	110	114	77	77	102	173	135
ENSG00000137098	SPAG8	22	34	32	32	13	17	41	33
ENSG00000137100	DCTN3	943	1373	1880	1784	1418	1812	3657	2580
ENSG00000137101	CD72	24	32	18	26	33	39	130	104
ENSG00000137103	TMEM8B	29	61	54	59	47	76	149	141
ENSG00000137106	GRHPR	1382	2508	3551	3534	2749	3606	6847	5072
ENSG00000137124	ALDH1B1	1812	2467	3221	3207	2544	3083	1984	1781
ENSG00000137133	HINT2	524	836	1014	989	916	1263	2001	1511
ENSG00000137135	ARHGEF39	771	1129	1334	1289	1031	1441	1086	1030
ENSG00000137142	IGFBPL1	28	37	60	70	52	62	17	6
ENSG00000137145	DENND4C	1731	1624	1164	1466	1302	1549	226	646
ENSG00000137154	RPS6	46362	41002	52742	51091	51930	60489	91981	83841
ENSG00000137161	CNPY3	567	952	1272	1286	1115	1578	1745	1282
ENSG00000137166	FOXP4	422	1490	2013	2309	1659	2449	3643	2913
ENSG00000137168	PPIL1	3190	3181	3692	3664	3371	3923	3759	4045
ENSG00000137171	KLC4	508	826	931	960	929	1174	2331	1882
ENSG00000137177	KIF13A	902	940	807	832	695	831	451	935
ENSG00000137185	ZSCAN9	576	573	540	591	517	607	616	706
ENSG00000137193	PIM1	13	9	20	18	17	29	30	22
ENSG00000137197	CDSN	0	0	0	0	0	0	0	0
ENSG00000137198	GMPR	38	56	81	59	58	71	72	47
ENSG00000137200	CMTR1	3234	3643	4346	4111	3644	4459	6492	4883
ENSG00000137203	TFAP2A	27	37	32	31	23	30	15	18
ENSG00000137204	SLC22A7	0	0	0	0	0	1	0	0
ENSG00000137207	YIPF3	1114	1841	2443	2175	1959	2228	6952	4932
ENSG00000137210	TMEM14B	1336	1580	2368	2293	1960	2587	2106	2077
ENSG00000137216	TMEM63B	350	621	526	539	485	703	958	796
ENSG00000137218	FRS3	30	83	84	95	70	86	269	238
ENSG00000137221	TJAP1	640	1236	1249	1381	1085	1434	2511	2116
ENSG00000137225	CAPN11	0	0	0	0	0	1	0	0
ENSG00000137251	TINAG	2	0	0	1	3	2	0	0
ENSG00000137252	HCRTR2	0	0	0	0	0	0	0	0
ENSG00000137259	HIST1H2AB	0	0	1	6	0	2	1	1
ENSG00000137261	KIAA0319	7	8	7	11	3	6	4	9
ENSG00000137265	IRF4	3	0	0	0	1	3	3	8
ENSG00000137266	SLC22A23	59	150	115	130	142	170	221	219
ENSG00000137267	TUBB2A	37	78	114	87	64	92	200	138
ENSG00000137269	LRRC1	733	690	693	700	719	910	292	472
ENSG00000137270	GCM1	0	3	0	0	3	1	0	1
ENSG00000137273	FOXF2	395	452	583	586	522	681	500	452
ENSG00000137274	BPHL	500	585	723	656	673	836	732	712
ENSG00000137275	RIPK1	1535	1549	1624	1450	1503	1769	933	1438
ENSG00000137285	TUBB2B	17	13	23	18	28	26	422	347
ENSG00000137288	UQCC2	994	1401	1898	1912	1544	1952	2718	2012
ENSG00000137309	HMGA1	8140	20935	36168	37848	24158	33893	37995	26459
ENSG00000137310	TCF19	1450	2097	2719	2813	1656	2161	1812	1551
ENSG00000137312	FLOT1	1915	2913	3386	3561	2749	3574	8509	6311
ENSG00000137313	TRIM26	0	0	0	0	0	0	0	0
ENSG00000137321	RANP1	0	0	0	0	0	0	0	0
ENSG00000137331	IER3	1876	3243	4242	4214	4185	4909	9244	7054
ENSG00000137332	DDR1	0	0	0	0	0	0	0	0
ENSG00000137337	MDC1	4659	5639	5838	5797	5217	6369	4448	4082
ENSG00000137338	PGBD1	557	579	622	584	481	595	313	423
ENSG00000137343	ATAT1	536	710	581	527	475	602	541	586
ENSG00000137345	MOG	0	0	0	0	0	0	0	0
ENSG00000137364	TPMT	1393	1164	1217	1196	1059	1368	482	819
ENSG00000137384	TRIM15	0	0	0	0	0	0	0	0
ENSG00000137392	CLPS	0	0	0	0	0	0	0	0
ENSG00000137393	RNF144B	75	99	83	94	82	128	123	223
ENSG00000137394	TRIM10	0	0	0	0	0	0	0	0
ENSG00000137397	TRIM31	0	0	0	0	0	0	0	0
ENSG00000137403	HLA-F	0	0	0	0	0	0	0	0
ENSG00000137404	NRM	339	761	1136	961	680	827	586	453
ENSG00000137409	MTCH1	3836	5403	7359	6842	5658	7197	9753	6582
ENSG00000137411	VARS2	1173	2382	2800	2742	2261	3002	4086	2999
ENSG00000137413	TAF8	1260	1379	1392	1409	1231	1390	1330	1634
ENSG00000137414	FAM8A1	1550	1403	1176	1210	1222	1523	469	896
ENSG00000137434	C6orf52	6	9	9	5	15	19	34	32
ENSG00000137440	FGFBP1	26	28	32	27	143	202	55	41
ENSG00000137441	FGFBP2	0	1	0	0	1	3	0	0
ENSG00000137449	CPEB2	13	3	12	11	0	9	2	14
ENSG00000137460	FHDC1	3395	4123	3698	3881	3700	4273	2630	3736
ENSG00000137462	TLR2	0	0	0	1	1	4	0	1
ENSG00000137463	MGARP	3	3	3	6	4	8	0	4
ENSG00000137473	TTC29	12	10	21	20	3	7	38	48
ENSG00000137474	MYO7A	112	237	162	170	255	355	498	439
ENSG00000137478	FCHSD2	1658	1801	1693	1767	1677	1945	676	1246
ENSG00000137486	ARRB1	977	1351	1738	1807	1419	1742	1356	909
ENSG00000137491	SLCO2B1	30	26	32	17	81	99	104	137
ENSG00000137492	PRKRIR	4260	3783	4268	4384	4371	5759	925	1925
ENSG00000137494	ANKRD42	360	466	393	467	479	569	877	1324
ENSG00000137496	IL18BP	355	520	377	377	367	486	233	272
ENSG00000137497	NUMA1	4617	9156	12151	13124	8911	12157	20272	17260
ENSG00000137500	CCDC90B	1423	1406	1283	1421	1560	1753	895	1767
ENSG00000137501	SYTL2	171	156	72	93	53	77	12	10
ENSG00000137502	RAB30	2039	1981	1846	1859	1907	2195	526	909
ENSG00000137504	CREBZF	7518	7542	5445	6233	5545	6744	1605	3919
ENSG00000137507	LRRC32	0	0	0	0	0	1	0	0
ENSG00000137509	PRCP	3156	3249	4153	3990	3169	3710	4489	3584
ENSG00000137513	NARS2	2265	2316	2587	2669	2678	3173	1583	2407
ENSG00000137522	RNF121	1215	1386	1658	1582	1511	1955	3278	2421
ENSG00000137547	MRPL15	2422	2814	3823	3740	3212	4030	4905	4337
ENSG00000137558	PI15	24	29	12	14	14	19	2	1
ENSG00000137561	TTPA	317	297	266	266	283	351	25	48
ENSG00000137563	GGH	5421	5451	6369	6619	5429	6649	1242	3028
ENSG00000137571	SLCO5A1	52	44	91	86	62	64	51	69
ENSG00000137573	SULF1	0	0	1	0	0	2	0	2
ENSG00000137574	TGS1	2642	2549	2381	2429	2569	3138	593	957
ENSG00000137575	SDCBP	3165	2738	2574	2543	2618	3194	643	1134
ENSG00000137601	NEK1	1142	1055	587	785	718	905	94	342
ENSG00000137628	DDX60	1	2	3	4	1	3	3	2
ENSG00000137634	NXPE4	0	0	0	0	0	0	0	0
ENSG00000137642	SORL1	12997	13690	12229	13303	12364	14988	9809	15047
ENSG00000137648	TMPRSS4	1	1	0	0	3	2	3	2
ENSG00000137656	BUD13	2059	2103	2601	2643	2461	2908	2105	1987
ENSG00000137672	TRPC6	0	0	0	0	0	0	0	0
ENSG00000137673	MMP7	38	35	35	34	54	56	12	10
ENSG00000137674	MMP20	0	4	0	1	2	0	0	0
ENSG00000137675	MMP27	0	0	0	0	0	0	0	0
ENSG00000137691	C11orf70	1	1	0	0	0	1	0	0
ENSG00000137692	DCUN1D5	2667	2839	3705	3789	3609	4270	3273	3706
ENSG00000137693	YAP1	15515	14841	12565	13413	12237	14413	4660	9463
ENSG00000137699	TRIM29	1147	1997	2540	2351	2188	2920	4367	3153
ENSG00000137700	SLC37A4	2361	3431	4621	3992	3721	4845	3317	2646
ENSG00000137707	BTG4	0	0	0	0	0	0	1	0
ENSG00000137709	POU2F3	0	3	5	3	6	0	4	7
ENSG00000137710	RDX	4026	3667	2812	3194	3464	4041	510	1086
ENSG00000137713	PPP2R1B	4950	4575	4694	4759	3834	4709	1614	2671
ENSG00000137714	FDX1	1267	1247	1687	1484	1638	1943	761	1209
ENSG00000137720	C11orf1	413	369	459	452	471	571	506	602
ENSG00000137726	FXYD6	968	1548	2381	2214	1151	1532	1353	1074
ENSG00000137727	ARHGAP20	0	0	0	0	0	0	0	0
ENSG00000137731	FXYD2	21	30	47	46	72	137	24	24
ENSG00000137745	MMP13	0	2	0	0	1	1	1	0
ENSG00000137747	TMPRSS13	0	1	1	1	4	6	1	0
ENSG00000137752	CASP1	1	0	0	0	0	0	0	0
ENSG00000137757	CASP5	0	0	0	0	0	0	0	0
ENSG00000137760	ALKBH8	1344	1264	933	1079	1049	1335	274	619
ENSG00000137764	MAP2K5	380	336	457	457	461	529	1323	1098
ENSG00000137766	UNC13C	0	0	0	0	0	0	0	0
ENSG00000137767	SQRDL	652	697	740	702	581	791	664	557
ENSG00000137770	CTDSPL2	3736	3216	2724	3074	3107	3718	259	712
ENSG00000137776	SLTM	8078	7717	4630	5850	5875	7034	1022	2351
ENSG00000137801	THBS1	1257	1487	1416	1490	858	1040	272	374
ENSG00000137802	MAPKBP1	491	753	743	835	656	832	1065	947
ENSG00000137804	NUSAP1	7354	6822	6948	7041	5560	6578	639	1630
ENSG00000137806	NDUFAF1	713	743	760	726	639	816	488	652
ENSG00000137807	KIF23	4466	4545	4673	4740	4061	5081	462	946
ENSG00000137808	RP11-809H16.2	0	0	0	0	0	0	0	0
ENSG00000137809	ITGA11	0	0	0	0	0	0	0	0
ENSG00000137812	CASC5	4493	4013	2106	3045	2944	3556	42	152
ENSG00000137814	HAUS2	2513	2575	2820	3020	2244	2893	990	1699
ENSG00000137815	RTF1	4767	4861	5156	5522	4640	5798	1439	2753
ENSG00000137817	PARP6	1833	2067	1783	1609	1612	1859	3980	3565
ENSG00000137818	RPLP1	3006	8816	14709	15546	12001	15759	32483	26200
ENSG00000137819	PAQR5	54	92	70	66	80	84	36	46
ENSG00000137821	LRRC49	420	438	269	345	278	354	32	129
ENSG00000137822	TUBGCP4	2384	2673	2245	2517	2136	2558	731	1104
ENSG00000137824	RMDN3	877	1084	1210	1329	841	1129	2136	1912
ENSG00000137825	ITPKA	14	51	82	129	34	96	345	227
ENSG00000137831	UACA	1530	1321	585	824	949	1213	30	145
ENSG00000137834	SMAD6	436	603	525	594	505	648	698	669
ENSG00000137841	PLCB2	5	7	18	10	16	25	27	17
ENSG00000137842	TMEM62	1362	1445	1848	1774	1619	1864	2587	2126
ENSG00000137843	PAK6	75	98	113	96	72	106	250	226
ENSG00000137845	ADAM10	5172	4757	3362	4059	4126	4879	414	1272
ENSG00000137857	DUOX1	2	3	0	4	0	2	6	3
ENSG00000137860	SLC28A2	0	0	0	0	0	0	0	0
ENSG00000137868	STRA6	1621	3593	4104	4268	2885	3877	4569	3679
ENSG00000137869	CYP19A1	2	0	5	4	3	2	0	0
ENSG00000137871	ZNF280D	1214	1195	807	947	1114	1420	311	474
ENSG00000137872	SEMA6D	0	0	0	0	0	0	1	0
ENSG00000137875	BCL2L10	9	14	18	23	22	33	51	62
ENSG00000137876	RSL24D1	4410	4024	4379	4643	4786	6195	1287	3165
ENSG00000137877	SPTBN5	114	361	316	452	334	444	385	537
ENSG00000137878	GCOM1	26	30	26	21	23	33	12	17
ENSG00000137880	GCHFR	287	859	1445	1634	865	1353	2547	1863
ENSG00000137936	BCAR3	316	374	376	453	391	513	379	431
ENSG00000137941	TTLL7	1093	1081	442	578	654	677	76	239
ENSG00000137942	FNBP1L	5000	4747	3339	3672	3224	3897	760	1649
ENSG00000137944	CCBL2	622	478	528	541	631	686	254	543
ENSG00000137947	GTF2B	1237	1119	1194	1287	1205	1494	752	1418
ENSG00000137948	BRDT	0	0	0	0	0	0	0	0
